time_period,time_identifier,geographic_level,country_code,country_name,version,establishment_type,breakdown,gender,ethnicity_major,ethnicity_minor,free_school_meals,sen_status,primary_need,all_primary_need,sen_description,disadvantage,first_language,admission_type,religious_denomination,t_schools,t_pupils,t_att8,avg_att8,t_entbasics,pt_entbasics,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebacc_95,pt_ebacc_95,t_ebacc_94,pt_ebacc_94,t_ebaccaps,avg_ebaccaps,t_inp8calc,t_p8score,avg_p8score,p8score_ci_low,p8score_ci_upp
202223,Academic year,National,E92000001,England,Provisional,All state-funded,SEN status,Boys,Asian,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,Total,2431,33141,1786614.5,53.9,32831,99.1,20309,61.3,25911,78.2,16863,50.9,7755,23.4,10464,31.6,160914.66,4.86,28745,13228.32,0.46,0.44,0.48
202223,Academic year,National,E92000001,England,Provisional,All state-funded,SEN status,Boys,Asian,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,Total,765,1542,23169.25,15,739,47.9,149,9.7,245,15.9,102,6.6,37,2.4,45,2.9,1904.69,1.24,1383,-993.951,-0.72,-0.79,-0.64
202223,Academic year,National,E92000001,England,Provisional,All state-funded,SEN status,Boys,Asian,Total,Total,SEN Supp,Total,Total,Total,Total,Total,Total,Total,954,3101,109582.5,35.3,3017,97.3,788,25.4,1258,40.6,951,30.7,191,6.2,300,9.7,9343.45,3.01,2870,104.06,0.04,-0.02,0.09
202223,Academic year,National,E92000001,England,Provisional,All state-funded,SEN description,Boys,Asian,Total,Total,Total,Total,Total,Any SEN,Total,Total,Total,Total,1405,4643,132751.75,28.6,3756,80.9,937,20.2,1503,32.4,1053,22.7,228,4.9,345,7.4,11248.14,2.42,4253,-889.891,-0.21,-0.25,-0.17
202223,Academic year,National,E92000001,England,Provisional,All state-funded,SEN description,Boys,Asian,Total,Total,Total,Total,Total,No identified SEN,Total,Total,Total,Total,2431,33141,1786614.5,53.9,32831,99.1,20309,61.3,25911,78.2,16863,50.9,7755,23.4,10464,31.6,160914.66,4.86,28745,13228.32,0.46,0.44,0.48
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Ethnic major,Boys,Asian,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,2766,37784,1919366.25,50.8,36587,96.8,21246,56.2,27414,72.6,17916,47.4,7983,21.1,10809,28.6,172162.8,4.56,32998,12338.429,0.37,0.36,0.39
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Free school meals,Boys,Black,Any other black background,FSM,Total,Total,Total,Total,Total,Total,Total,Total,579,901,30872.75,34.3,818,90.8,208,23.1,374,41.5,302,33.5,57,6.3,104,11.5,2674.47,2.97,787,-399.699,-0.51,-0.61,-0.41
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Free school meals,Boys,Black,Any other black background,FSM all other,Total,Total,Total,Total,Total,Total,Total,Total,866,1568,68463.5,43.7,1496,95.4,646,41.2,980,62.5,652,41.6,197,12.6,322,20.5,6042.92,3.85,1363,69.317,0.05,-0.02,0.13
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Ethnic major,Boys,Black,Any other black background,Total,Total,Total,Total,Total,Total,Total,Total,Total,1125,2469,99336.25,40.2,2314,93.7,854,34.6,1354,54.8,954,38.6,254,10.3,426,17.3,8717.39,3.53,2150,-330.382,-0.15,-0.21,-0.09
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Free school meals,Boys,Black,Black African,FSM,Total,Total,Total,Total,Total,Total,Total,Total,1245,4387,180054.5,41,4123,94,1675,38.2,2499,57,1825,41.6,444,10.1,744,17,15807.13,3.6,3833,47.035,0.01,-0.03,0.06
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Free school meals,Boys,Black,Black African,FSM all other,Total,Total,Total,Total,Total,Total,Total,Total,1866,8622,407745.75,47.3,8350,96.8,4266,49.5,5982,69.4,3797,44,1273,14.8,1953,22.7,36079.16,4.18,7190,1588.652,0.22,0.19,0.25
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Ethnic major,Boys,Black,Black African,Total,Total,Total,Total,Total,Total,Total,Total,Total,2065,13009,587800.25,45.2,12473,95.9,5941,45.7,8481,65.2,5622,43.2,1717,13.2,2697,20.7,51886.29,3.99,11023,1635.687,0.15,0.12,0.17
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Free school meals,Boys,Black,Caribbean,FSM,Total,Total,Total,Total,Total,Total,Total,Total,616,1312,40602.5,30.9,1223,93.2,235,17.9,471,35.9,371,28.3,45,3.4,95,7.2,3417.69,2.6,1245,-899.828,-0.72,-0.8,-0.64
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Free school meals,Boys,Black,Caribbean,FSM all other,Total,Total,Total,Total,Total,Total,Total,Total,857,2032,79629.25,39.2,1964,96.7,643,31.6,1068,52.6,711,35,147,7.2,264,13,6817.73,3.36,1897,-595.365,-0.31,-0.38,-0.25
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Ethnic major,Boys,Black,Caribbean,Total,Total,Total,Total,Total,Total,Total,Total,Total,1071,3344,120231.75,36,3187,95.3,878,26.3,1539,46,1082,32.4,192,5.7,359,10.7,10235.42,3.06,3142,-1495.193,-0.48,-0.53,-0.43
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Free school meals,Boys,Black,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Total,1507,6600,251529.75,38.1,6164,93.4,2118,32.1,3344,50.7,2498,37.8,546,8.3,943,14.3,21899.29,3.32,5865,-1252.492,-0.21,-0.25,-0.18
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Free school meals,Boys,Black,Total,FSM all other,Total,Total,Total,Total,Total,Total,Total,Total,2115,12222,555838.5,45.5,11810,96.6,5555,45.5,8030,65.7,5160,42.2,1617,13.2,2539,20.8,48939.81,4,10450,1062.604,0.1,0.07,0.13
202223,Academic year,National,E92000001,England,Provisional,All state-funded,SEN status,Boys,Black,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,Total,2052,15471,723960.25,46.8,15322,99,7243,46.8,10513,68,7061,45.6,2084,13.5,3337,21.6,63988.77,4.14,13246,1484.718,0.11,0.09,0.14
202223,Academic year,National,E92000001,England,Provisional,All state-funded,SEN status,Boys,Black,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,Total,643,1255,16366.5,13,613,48.8,74,5.9,141,11.2,77,6.1,10,0.8,24,1.9,1292.37,1.03,1099,-1058.728,-0.96,-1.05,-0.88
202223,Academic year,National,E92000001,England,Provisional,All state-funded,SEN status,Boys,Black,Total,Total,SEN Supp,Total,Total,Total,Total,Total,Total,Total,798,2095,67029.5,32,2038,97.3,356,17,720,34.4,520,24.8,69,3.3,121,5.8,5556.63,2.65,1969,-613.621,-0.31,-0.37,-0.25
202223,Academic year,National,E92000001,England,Provisional,All state-funded,SEN description,Boys,Black,Total,Total,Total,Total,Total,Any SEN,Total,Total,Total,Total,1173,3350,83396,24.9,2651,79.1,430,12.8,861,25.7,597,17.8,79,2.4,145,4.3,6849,2.04,3068,-1672.349,-0.55,-0.6,-0.5
202223,Academic year,National,E92000001,England,Provisional,All state-funded,SEN description,Boys,Black,Total,Total,Total,Total,Total,No identified SEN,Total,Total,Total,Total,2052,15471,723960.25,46.8,15322,99,7243,46.8,10513,68,7061,45.6,2084,13.5,3337,21.6,63988.77,4.14,13246,1484.718,0.11,0.09,0.14
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Ethnic major,Boys,Black,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,2344,18822,807368.25,42.9,17974,95.5,7673,40.8,11374,60.4,7658,40.7,2163,11.5,3482,18.5,70839.1,3.76,16315,-189.888,-0.01,-0.03,0.01
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Free school meals,Boys,Mixed,Any other mixed background,FSM,Total,Total,Total,Total,Total,Total,Total,Total,1191,1942,69498.25,35.8,1772,91.2,566,29.1,923,47.5,607,31.3,157,8.1,250,12.9,6039.96,3.11,1750,-937.034,-0.54,-0.6,-0.47
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Free school meals,Boys,Mixed,Any other mixed background,FSM all other,Total,Total,Total,Total,Total,Total,Total,Total,1973,5036,254909.38,50.6,4903,97.4,2739,54.4,3675,73,2374,47.1,1114,22.1,1548,30.7,23008.88,4.57,4488,833.899,0.19,0.14,0.23
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Ethnic major,Boys,Mixed,Any other mixed background,Total,Total,Total,Total,Total,Total,Total,Total,Total,2331,6978,324407.63,46.5,6675,95.7,3305,47.4,4598,65.9,2981,42.7,1271,18.2,1798,25.8,29048.84,4.16,6238,-103.135,-0.02,-0.05,0.02
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Free school meals,Boys,Mixed,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Total,2226,5675,192429.5,33.9,5155,90.8,1480,26.1,2482,43.7,1466,25.8,354,6.2,588,10.4,16479.92,2.9,5288,-3667.181,-0.69,-0.73,-0.66
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Free school meals,Boys,Mixed,Total,FSM all other,Total,Total,Total,Total,Total,Total,Total,Total,2881,13010,636036.63,48.9,12621,97,6708,51.6,9212,70.8,5607,43.1,2472,19,3477,26.7,56828.62,4.37,11926,632.896,0.05,0.03,0.08
202223,Academic year,National,E92000001,England,Provisional,All state-funded,SEN status,Boys,Mixed,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,Total,2770,14876,728210.13,49,14672,98.6,7576,50.9,10623,71.4,6471,43.5,2685,18,3830,25.7,64889.63,4.36,13665,-326.116,-0.02,-0.05,0
202223,Academic year,National,E92000001,England,Provisional,All state-funded,SEN status,Boys,Mixed,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,Total,858,1255,18027.5,14.4,662,52.7,82,6.5,167,13.3,72,5.7,19,1.5,29,2.3,1453.21,1.16,1107,-1224.095,-1.11,-1.19,-1.02
202223,Academic year,National,E92000001,England,Provisional,All state-funded,SEN status,Boys,Mixed,Total,Total,SEN Supp,Total,Total,Total,Total,Total,Total,Total,1422,2550,82217.5,32.2,2441,95.7,530,20.8,904,35.5,530,20.8,122,4.8,206,8.1,6965.2,2.73,2440,-1478.703,-0.61,-0.66,-0.55
202223,Academic year,National,E92000001,England,Provisional,All state-funded,SEN description,Boys,Mixed,Total,Total,Total,Total,Total,Any SEN,Total,Total,Total,Total,1944,3805,100245,26.3,3103,81.6,612,16.1,1071,28.1,602,15.8,141,3.7,235,6.2,8418.41,2.21,3547,-2702.798,-0.76,-0.81,-0.72
202223,Academic year,National,E92000001,England,Provisional,All state-funded,SEN description,Boys,Mixed,Total,Total,Total,Total,Total,No identified SEN,Total,Total,Total,Total,2770,14876,728210.13,49,14672,98.6,7576,50.9,10623,71.4,6471,43.5,2685,18,3830,25.7,64889.63,4.36,13665,-326.116,-0.02,-0.05,0
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Ethnic major,Boys,Mixed,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,3185,18685,828466.13,44.3,17776,95.1,8188,43.8,11694,62.6,7073,37.9,2826,15.1,4065,21.8,73308.54,3.92,17214,-3034.285,-0.18,-0.2,-0.16
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Free school meals,Boys,Mixed,White and Asian,FSM,Total,Total,Total,Total,Total,Total,Total,Total,762,1020,36564.25,35.8,943,92.5,320,31.4,495,48.5,272,26.7,80,7.8,129,12.6,3145.95,3.08,952,-586.492,-0.62,-0.71,-0.53
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Free school meals,Boys,Mixed,White and Asian,FSM all other,Total,Total,Total,Total,Total,Total,Total,Total,1750,3472,184720.5,53.2,3370,97.1,2131,61.4,2729,78.6,1612,46.4,817,23.5,1094,31.5,16648.76,4.8,3190,762.08,0.24,0.19,0.29
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Ethnic major,Boys,Mixed,White and Asian,Total,Total,Total,Total,Total,Total,Total,Total,Total,2059,4492,221284.75,49.3,4313,96,2451,54.6,3224,71.8,1884,41.9,897,20,1223,27.2,19794.71,4.41,4142,175.588,0.04,0,0.09
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Free school meals,Boys,Mixed,White and Black African,FSM,Total,Total,Total,Total,Total,Total,Total,Total,690,871,31680,36.4,796,91.4,245,28.1,422,48.5,246,28.2,58,6.7,103,11.8,2744.91,3.15,808,-424.039,-0.52,-0.62,-0.43
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Free school meals,Boys,Mixed,White and Black African,FSM all other,Total,Total,Total,Total,Total,Total,Total,Total,1141,1727,83448.75,48.3,1680,97.3,867,50.2,1227,71,754,43.7,291,16.9,433,25.1,7453.67,4.32,1575,76.046,0.05,-0.02,0.12
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Ethnic major,Boys,Mixed,White and Black African,Total,Total,Total,Total,Total,Total,Total,Total,Total,1510,2598,115128.75,44.3,2476,95.3,1112,42.8,1649,63.5,1000,38.5,349,13.4,536,20.6,10198.58,3.93,2383,-347.993,-0.15,-0.2,-0.09
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Free school meals,Boys,Mixed,White and Black Caribbean,FSM,Total,Total,Total,Total,Total,Total,Total,Total,1111,1842,54687,29.7,1644,89.3,349,18.9,642,34.9,341,18.5,59,3.2,106,5.8,4549.1,2.47,1778,-1719.616,-0.97,-1.03,-0.9
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Free school meals,Boys,Mixed,White and Black Caribbean,FSM all other,Total,Total,Total,Total,Total,Total,Total,Total,1507,2775,112958,40.7,2668,96.1,971,35,1581,57,867,31.2,250,9,402,14.5,9717.31,3.5,2673,-1039.129,-0.39,-0.44,-0.34
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Ethnic major,Boys,Mixed,White and Black Caribbean,Total,Total,Total,Total,Total,Total,Total,Total,Total,1923,4617,167645,36.3,4312,93.4,1320,28.6,2223,48.1,1208,26.2,309,6.7,508,11,14266.41,3.09,4451,-2758.745,-0.62,-0.66,-0.58
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Free school meals,Boys,Other,Any other ethnic group,FSM,Total,Total,Total,Total,Total,Total,Total,Total,995,2589,99146.25,38.3,2375,91.7,845,32.6,1295,50,1072,41.4,318,12.3,486,18.8,9008.69,3.48,1871,240.281,0.13,0.06,0.19
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Free school meals,Boys,Other,Any other ethnic group,FSM all other,Total,Total,Total,Total,Total,Total,Total,Total,1510,4178,198094.25,47.4,3923,93.9,2126,50.9,2813,67.3,2080,49.8,898,21.5,1281,30.7,18187.69,4.35,3178,1569.795,0.49,0.44,0.54
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Ethnic major,Boys,Other,Any other ethnic group,Total,Total,Total,Total,Total,Total,Total,Total,Total,1812,6767,297240.5,43.9,6298,93.1,2971,43.9,4108,60.7,3152,46.6,1216,18,1767,26.1,27196.38,4.02,5049,1810.076,0.36,0.32,0.4
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Free school meals,Boys,Other,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Total,995,2589,99146.25,38.3,2375,91.7,845,32.6,1295,50,1072,41.4,318,12.3,486,18.8,9008.69,3.48,1871,240.281,0.13,0.06,0.19
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Free school meals,Boys,Other,Total,FSM all other,Total,Total,Total,Total,Total,Total,Total,Total,1510,4178,198094.25,47.4,3923,93.9,2126,50.9,2813,67.3,2080,49.8,898,21.5,1281,30.7,18187.69,4.35,3178,1569.795,0.49,0.44,0.54
202223,Academic year,National,E92000001,England,Provisional,All state-funded,SEN status,Boys,Other,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,Total,1649,5881,272474.75,46.3,5587,95,2820,48,3829,65.1,2930,49.8,1176,20,1694,28.8,25050.93,4.26,4287,1991.938,0.46,0.42,0.51
202223,Academic year,National,E92000001,England,Provisional,All state-funded,SEN status,Boys,Other,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,Total,217,278,4374.75,15.7,134,48.2,24,8.6,46,16.5,25,9,5,1.8,10,3.6,357.3,1.29,232,-158.148,-0.68,-0.86,-0.5
202223,Academic year,National,E92000001,England,Provisional,All state-funded,SEN status,Boys,Other,Total,Total,SEN Supp,Total,Total,Total,Total,Total,Total,Total,386,607,20379,33.6,576,94.9,127,20.9,233,38.4,197,32.5,35,5.8,63,10.4,1787.65,2.95,530,-23.714,-0.04,-0.17,0.08
202223,Academic year,National,E92000001,England,Provisional,All state-funded,SEN description,Boys,Other,Total,Total,Total,Total,Total,Any SEN,Total,Total,Total,Total,556,885,24753.75,28,710,80.2,151,17.1,279,31.5,222,25.1,40,4.5,73,8.2,2144.95,2.42,762,-181.862,-0.24,-0.34,-0.14
202223,Academic year,National,E92000001,England,Provisional,All state-funded,SEN description,Boys,Other,Total,Total,Total,Total,Total,No identified SEN,Total,Total,Total,Total,1649,5881,272474.75,46.3,5587,95,2820,48,3829,65.1,2930,49.8,1176,20,1694,28.8,25050.93,4.26,4287,1991.938,0.46,0.42,0.51
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Ethnic major,Boys,Other,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,1812,6767,297240.5,43.9,6298,93.1,2971,43.9,4108,60.7,3152,46.6,1216,18,1767,26.1,27196.38,4.02,5049,1810.076,0.36,0.32,0.4
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Free school meals,Boys,Total,Total,FSM,No SEN,Total,Total,Total,Total,Total,Total,Total,3035,48362,1852771.64,38.3,46846,96.9,14639,30.3,24627,50.9,14655,30.3,3577,7.4,5939,12.3,160293.81,3.31,44649,-24400.68,-0.55,-0.56,-0.53
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Free school meals,Boys,Total,Total,FSM,SEN State EHC,Total,Total,Total,Total,Total,Total,Total,2588,8223,84973.75,10.3,3770,45.8,269,3.3,617,7.5,225,2.7,39,0.5,61,0.7,6645.89,0.81,7241,-9693.113,-1.34,-1.37,-1.31
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Free school meals,Boys,Total,Total,FSM,SEN Supp,Total,Total,Total,Total,Total,Total,Total,2747,13680,334608.75,24.5,12609,92.2,1336,9.8,2818,20.6,1673,12.2,208,1.5,390,2.9,27551.29,2.01,13199,-12677.759,-0.96,-0.98,-0.94
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Free school meals,Boys,Total,Total,FSM,Total,Total,Total,Any SEN,Total,Total,Total,Total,3597,21903,419582.5,19.2,16379,74.8,1605,7.3,3435,15.7,1898,8.7,247,1.1,451,2.1,34197.18,1.56,20440,-22370.872,-1.09,-1.11,-1.08
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Free school meals,Boys,Total,Total,FSM,Total,Total,Total,No identified SEN,Total,Total,Total,Total,3035,48362,1852771.64,38.3,46846,96.9,14639,30.3,24627,50.9,14655,30.3,3577,7.4,5939,12.3,160293.81,3.31,44649,-24400.68,-0.55,-0.56,-0.53
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Free school meals,Boys,Total,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Total,3787,70271,2272378.14,32.3,63228,90,16244,23.1,28062,39.9,16553,23.6,3824,5.4,6390,9.1,194493.32,2.77,65095,-46791.008,-0.72,-0.73,-0.71
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Free school meals,Boys,Total,Total,FSM all other,No SEN,Total,Total,Total,Total,Total,Total,Total,3050,200184,10157202.36,50.7,198515,99.2,109138,54.5,151605,75.7,85567,42.7,37030,18.5,53161,26.6,903031.13,4.51,187337,16357.883,0.09,0.08,0.09
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Free school meals,Boys,Total,Total,FSM all other,SEN State EHC,Total,Total,Total,Total,Total,Total,Total,3106,10950,190466.75,17.4,6207,56.7,1090,10,1957,17.9,622,5.7,194,1.8,310,2.8,15549.05,1.42,9882,-9060.78,-0.92,-0.94,-0.89
202223,Academic year,National,E92000001,England,Provisional,All state-funded,Free school meals,Boys,Total,Total,FSM all other,SEN Supp,Total,Total,Total,Total,Total,Total,Total,3017,28638,1022952.26,35.7,27875,97.3,6869,24,12131,42.4,5682,19.8,1476,5.2,2380,8.3,86386.75,3.02,27471,-8188.173,-0.3,-0.31,-0.28
